# minichess opening book export
# format_version	1
# store	book
# db_schema_version	2
# eval_version	1
# rows	92678
# sorted by (fen, rank); no timestamp, so an unchanged book re-exports identically
# fen	ply	rank	move	score	depth	eval_version
5k/3brp/1Rn3/1B4/P5/K1N3[] w	10	1	((3, 1), (2, 2), None)	1447	10	1
5k/3brp/1Rn3/1N4/P5/K2B2[] b	7	1	((1, 4), (5, 4), None)	-1535	10	1
5k/3brp/1Rn3/3N2/P5/K2B2[] b	7	1	((2, 2), (3, 4), None)	47	10	1
5k/3brp/1Rn3/5B/P5/K1N3[] b	7	1	((1, 4), (5, 4), None)	-991	10	1
5k/3brp/1Rn3/6/P1B3/K1N3[] b	7	1	((1, 4), (5, 4), None)	-349	10	1
5k/3brp/1Rn3/6/P3B1/K1N3[] b	7	1	((1, 4), (2, 4), None)	-116	10	1
5k/3brp/1Rn3/6/P3N1/K2B2[] b	7	1	((1, 4), (4, 4), None)	-744	10	1
5k/3brp/1Rn3/6/P5/1KNB2[] b	7	1	((1, 4), (5, 4), None)	-533	10	1
5k/3brp/1Rn3/P5/6/K1NB2[] b	7	1	((1, 4), (5, 4), None)	-1088	10	1
5k/3brp/2R3/3Nn1/P5/K2B2[] b	9	1	((3, 4), (2, 2), None)	-1443	10	1
5k/3brp/2R3/6/P5/K1NB2[N] b	7	1	((1, 3), (2, 2), None)	-776	10	1
5k/3brp/2n3/1NK3/P1B3/1R4[] b	11	1	((2, 2), (3, 0), None)	-513	10	1
5k/3brp/2n3/1NK3/P5/1R1B2[] w	10	1	((3, 1), (1, 2), None)	-192	6	1
5k/3brp/2n3/1NK3/P5/1R1B2[] w	10	2	((3, 1), (5, 0), None)	-278	6	1
5k/3brp/2n3/1NK3/P5/1R1B2[] w	10	3	((5, 1), (5, 0), None)	-307	6	1
5k/3brp/2n3/1NK3/P5/1R1B2[] w	10	4	((5, 1), (5, 2), None)	-311	6	1
5k/3brp/2n3/1NK3/P5/1R1B2[] w	10	5	((3, 1), (5, 2), None)	-462	6	1
5k/3brp/2n3/1NK3/P5/1R1B2[] w	10	6	((3, 2), (2, 1), None)	-473	6	1
5k/3brp/2n3/1NK3/P5/2RB2[] b	11	1	((2, 2), (0, 1), None)	-352	10	1
5k/3brp/2n3/1NK3/P5/R2B2[] b	11	1	((2, 2), (3, 4), None)	-454	10	1
5k/3brp/2n3/1R4/P5/K1NB2[] b	7	1	((1, 4), (5, 4), None)	-1563	10	1
5k/3brp/2n3/2K3/P2N2/1R1B2[] b	11	1	((2, 2), (4, 3), None)	-763	10	1
5k/3brp/2n3/2K3/P5/1RNB2[] b	11	1	((1, 3), (0, 4), None)	-383	10	1
5k/3brp/2n3/2K3/P5/NR1B2[] b	11	1	((1, 4), (5, 4), None)	-592	10	1
5k/3brp/2n3/3B2/P3N1/K5[R] w	10	1	('drop', 'wR'  , (2, 0))	284	10	1
5k/3brp/2n3/6/P5/KRNB2[] b	7	1	((2, 2), (3, 0), None)	-285	10	1
5k/3brp/2n3/6/PR4/K1NB2[] b	7	1	((1, 4), (5, 4), None)	-2566	10	1
5k/3brp/2nK2/1N4/P5/1R1B2[] b	11	1	((2, 2), (3, 0), None)	-455	10	1
5k/3brp/2nN2/2K3/P5/1R1B2[] b	11	1	((1, 4), (3, 4), None)	-390	10	1
5k/3brp/3N2/6/P5/Kn1B2[r] b	11	1	((1, 4), (5, 4), None)	-2346	10	1
5k/3brp/3R2/3N2/P5/1K1n2[b] b	11	1	((1, 4), (4, 4), None)	-2507	10	1
5k/3brp/3R2/3Nn1/P5/K2B2[] b	9	1	((3, 4), (5, 3), None)	-1380	10	1
5k/3brp/3R2/6/P5/K1NB2[N] w	8	1	('drop', 'wN'  , (2, 5))	1801	10	1
5k/3brp/4R1/3Nn1/P5/K2B2[] b	9	1	((1, 3), (2, 4), None)	-3884	10	1
5k/3brp/5N/6/P5/Kn1B2[r] b	11	1	((1, 3), (4, 0), None)	-2374	10	1
5k/3brp/5R/1B1Nn1/P5/K5[] w	10	1	((3, 3), (1, 4), None)	721	10	1
5k/3brp/5R/1P4/2B3/K5[Nn] w	12	1	((3, 1), (2, 1), None)	142	10	1
5k/3brp/5R/3N2/P5/1K1n2[b] b	11	1	((1, 4), (4, 4), None)	-2809	10	1
5k/3brp/5R/3N2/P5/K2n2[b] w	10	1	((2, 5), (2, 0), None)	-992	6	1
5k/3brp/5R/3N2/P5/K2n2[b] w	10	2	((3, 3), (1, 4), None)	-1095	6	1
5k/3brp/5R/3N2/P5/K2n2[b] w	10	3	((3, 3), (2, 1), None)	-1317	6	1
5k/3brp/5R/3N2/P5/K2n2[b] w	10	4	((5, 0), (5, 1), None)	-1328	6	1
5k/3brp/5R/3N2/P5/K2n2[b] w	10	5	((3, 3), (5, 2), None)	-1462	6	1
5k/3brp/5R/3N2/P5/K2n2[b] w	10	6	((2, 5), (2, 1), None)	-1550	6	1
5k/3brp/5R/3Nn1/P5/K2B2[] b	9	1	((3, 4), (5, 3), None)	-999	10	1
5k/3brp/5R/5n/P1B3/K1N3[] b	11	1	((3, 5), (4, 3), None)	248	6	1
5k/3brp/5R/5n/P1B3/K1N3[] b	11	2	((0, 5), (0, 4), None)	265	6	1
5k/3brp/5R/5n/P1B3/K1N3[] b	11	3	((3, 5), (5, 4), None)	265	6	1
5k/3brp/5R/5n/P1B3/K1N3[] b	11	4	((1, 3), (0, 2), None)	265	6	1
5k/3brp/5R/5n/P1B3/K1N3[] b	11	5	((1, 3), (4, 0), None)	483	6	1
5k/3brp/5R/5n/P1B3/K1N3[] b	11	6	((1, 4), (5, 4), None)	493	6	1
5k/3brp/5R/5n/PKB3/2N3[] w	10	1	((4, 1), (5, 0), None)	210	10	1
5k/3brp/5R/6/P1B3/K1N1n1[] w	12	1	((4, 2), (5, 1), None)	225	10	1
5k/3brp/5R/6/P1Bn2/K1N3[] w	12	1	((4, 2), (3, 3), None)	192	10	1
5k/3brp/5R/6/P5/K1Nn2[b] b	11	1	((1, 4), (2, 4), None)	-2750	10	1
5k/3brp/5R/6/PK4/1BN1n1[] w	12	1	((4, 1), (5, 0), None)	220	10	1
5k/3brp/6/1B1N2/P5/Kn4[r] b	11	1	((5, 1), (4, 3), None)	-2157	10	1
5k/3brp/6/1B4/P2R2/K1N1n1[] w	12	1	((3, 1), (1, 3), None)	1337	10	1
5k/3brp/6/1B4/P5/1KN3[Nr] b	11	1	((1, 3), (2, 4), None)	-1128	10	1
5k/3brp/6/1B4/P5/KnN3[r] b	11	1	((5, 1), (4, 3), None)	-2045	10	1
5k/3brp/6/1B4/P5/KnN3[r] w	10	1	((5, 0), (5, 1), None)	-823	6	1
5k/3brp/6/1B4/P5/KnN3[r] w	10	2	((3, 1), (1, 3), None)	-1447	6	1
5k/3brp/6/1B4/P5/KnN3[r] w	10	3	((3, 1), (4, 2), None)	-1554	6	1
5k/3brp/6/1B4/P5/KnN3[r] w	10	4	((5, 0), (4, 1), None)	-1649	6	1
5k/3brp/6/1B4/P5/KnN3[r] w	10	5	((5, 2), (3, 3), None)	-1669	6	1
5k/3brp/6/1B4/P5/KnN3[r] w	10	6	((3, 1), (2, 0), None)	-2111	6	1
5k/3brp/6/1B4/PK4/1nN3[r] b	11	1	((1, 3), (2, 4), None)	-2302	10	1
5k/3brp/6/1N4/P1B3/Kn4[r] b	11	1	((5, 1), (3, 0), None)	-2274	10	1
5k/3brp/6/1N4/P5/1K1B2[Nr] b	11	1	((1, 4), (5, 4), None)	-1317	10	1
5k/3brp/6/1N4/P5/Kn1B2[r] w	10	1	((5, 0), (5, 1), None)	-921	6	1
5k/3brp/6/1N4/P5/Kn1B2[r] w	10	2	((3, 1), (5, 2), None)	-1793	6	1
5k/3brp/6/1N4/P5/Kn1B2[r] w	10	3	((5, 0), (4, 1), None)	-1821	6	1
5k/3brp/6/1N4/P5/Kn1B2[r] w	10	4	((5, 3), (4, 2), None)	-2009	6	1
5k/3brp/6/1N4/P5/Kn1B2[r] w	10	5	((3, 1), (2, 3), None)	-2142	6	1
5k/3brp/6/1N4/P5/Kn1B2[r] w	10	6	((3, 1), (1, 2), None)	-2304	6	1
5k/3brp/6/1N4/PK4/1n1B2[r] b	11	1	((1, 3), (2, 4), None)	-1969	10	1
5k/3brp/6/1R1Nn1/P5/K2B2[] b	9	1	((3, 4), (5, 3), None)	-1413	10	1
5k/3brp/6/1R2n1/P5/K1NB2[] b	9	1	((3, 4), (5, 3), None)	-1755	10	1
5k/3brp/6/2R2B/P5/K1N3[N] w	12	1	((3, 5), (1, 3), None)	1510	10	1
5k/3brp/6/2R3/P5/K1NB2[N] w	12	1	((5, 2), (4, 4), None)	1260	10	1
5k/3brp/6/3B2/P5/KnN3[r] b	11	1	((5, 1), (3, 2), None)	-2194	10	1
5k/3brp/6/3N2/P1B3/Kn4[r] b	11	1	((5, 1), (3, 0), None)	-1863	10	1
5k/3brp/6/3N2/P5/1K1B2[Nr] b	11	1	((1, 3), (2, 4), None)	-1111	10	1
5k/3brp/6/3N2/P5/K2R2[Nb] b	11	1	('drop', 'bB'  , (3, 2))	-614	10	1
5k/3brp/6/3N2/P5/KR1n2[b] w	10	1	((5, 1), (5, 3), None)	-197	6	1
5k/3brp/6/3N2/P5/KR1n2[b] w	10	2	((5, 1), (0, 1), None)	-1046	6	1
5k/3brp/6/3N2/P5/KR1n2[b] w	10	3	((5, 1), (2, 1), None)	-1539	6	1
5k/3brp/6/3N2/P5/KR1n2[b] w	10	4	((5, 1), (1, 1), None)	-1551	6	1
5k/3brp/6/3N2/P5/KR1n2[b] w	10	5	((5, 1), (4, 1), None)	-1553	6	1
5k/3brp/6/3N2/P5/KR1n2[b] w	10	6	((3, 3), (1, 4), None)	-1648	6	1
5k/3brp/6/3N2/P5/Kn1B2[r] w	10	1	((5, 0), (5, 1), None)	-829	6	1
5k/3brp/6/3N2/P5/Kn1B2[r] w	10	2	((3, 3), (1, 4), None)	-918	6	1
5k/3brp/6/3N2/P5/Kn1B2[r] w	10	3	((5, 0), (4, 1), None)	-1499	6	1
5k/3brp/6/3N2/P5/Kn1B2[r] w	10	4	((3, 3), (2, 1), None)	-1535	6	1
5k/3brp/6/3N2/P5/Kn1B2[r] w	10	5	((5, 3), (3, 1), None)	-1599	6	1
5k/3brp/6/3N2/P5/Kn1B2[r] w	10	6	((5, 3), (4, 2), None)	-1692	6	1
5k/3brp/6/3N2/PK4/1n1B2[r] b	11	1	((1, 4), (3, 4), None)	-2031	10	1
5k/3brp/6/3N2/PR4/K2n2[b] b	11	1	('drop', 'bB'  , (3, 2))	-2772	10	1
5k/3brp/6/3Nn1/P5/KR1B2[] b	9	1	((3, 4), (5, 3), None)	-460	10	1
5k/3brp/6/3Nn1/PR4/K2B2[] b	9	1	((3, 4), (5, 3), None)	-1372	10	1
5k/3brp/6/4n1/P5/KRNB2[] b	9	1	((3, 4), (5, 3), None)	-1755	10	1
5k/3brp/6/4n1/PR4/K1NB2[] b	9	1	((3, 4), (5, 3), None)	-1755	10	1
5k/3brp/6/6/P1B1N1/Kn4[r] b	11	1	((1, 4), (4, 4), None)	-1000000	10	1
5k/3brp/6/6/P1B3/KnN3[r] b	11	1	((5, 1), (3, 2), None)	-2050	10	1
5k/3brp/6/6/P3B1/1KN3[Nr] b	11	1	((1, 3), (2, 4), None)	-954	10	1
5k/3brp/6/6/P3B1/KnN3[r] w	10	1	((5, 0), (5, 1), None)	-1077	6	1
5k/3brp/6/6/P3B1/KnN3[r] w	10	2	((4, 4), (3, 3), None)	-1524	6	1
5k/3brp/6/6/P3B1/KnN3[r] w	10	3	((4, 4), (1, 1), None)	-1665	6	1
5k/3brp/6/6/P3B1/KnN3[r] w	10	4	((4, 4), (0, 0), None)	-1665	6	1
5k/3brp/6/6/P3B1/KnN3[r] w	10	5	((4, 4), (5, 3), None)	-1824	6	1
5k/3brp/6/6/P3B1/KnN3[r] w	10	6	((4, 4), (5, 5), None)	-1824	6	1
5k/3brp/6/6/P3N1/1K1B2[Nr] b	11	1	((1, 3), (2, 4), None)	-1488	10	1
5k/3brp/6/6/P3N1/Kn1B2[r] w	10	1	((5, 0), (5, 1), None)	-1183	6	1
5k/3brp/6/6/P3N1/Kn1B2[r] w	10	2	((4, 4), (2, 3), None)	-1748	6	1
5k/3brp/6/6/P3N1/Kn1B2[r] w	10	3	((5, 3), (4, 2), None)	-1782	6	1
5k/3brp/6/6/P3N1/Kn1B2[r] w	10	4	((4, 4), (5, 2), None)	-1794	6	1
5k/3brp/6/6/P3N1/Kn1B2[r] w	10	5	((5, 0), (4, 1), None)	-2053	6	1
5k/3brp/6/6/P3N1/Kn1B2[r] w	10	6	((4, 4), (2, 5), None)	-2276	6	1
5k/3brp/6/6/P5/1KNB2[Nr] b	11	1	((1, 3), (2, 4), None)	-1128	10	1
5k/3brp/6/6/P5/KnN2B[r] b	11	1	((1, 4), (5, 4), None)	-2722	10	1
5k/3brp/6/6/P5/KnNB2[r] b	11	1	((1, 4), (5, 4), None)	-2477	10	1
5k/3brp/6/6/PK2N1/1n1B2[r] b	11	1	('drop', 'bR'  , (4, 3))	-1000000	9	1
5k/3brp/6/6/PK4/1nNB2[r] w	10	1	((4, 1), (5, 1), None)	-1341	6	1
5k/3brp/6/6/PK4/1nNB2[r] w	10	2	((5, 3), (4, 2), None)	-1445	6	1
5k/3brp/6/6/PK4/1nNB2[r] w	10	3	((5, 2), (3, 3), None)	-1499	6	1
5k/3brp/6/6/PK4/1nNB2[r] w	10	4	((4, 0), (3, 0), None)	-1706	6	1
5k/3brp/6/6/PK4/1nNB2[r] w	10	5	((5, 2), (3, 1), None)	-1762	6	1
5k/3brp/6/6/PK4/1nNB2[r] w	10	6	((5, 3), (3, 1), None)	-1851	6	1
5k/3brp/6/6/PKB3/1nN3[r] b	11	1	((5, 1), (4, 3), None)	-1771	10	1
5k/3brp/6/P5/1K4/1nNB2[r] b	11	1	((1, 4), (5, 4), None)	-2450	10	1
5k/3brp/6/R2N2/P5/K2n2[b] b	11	1	((1, 4), (0, 4), None)	-1523	10	1
5k/3brp/6/n2N2/P5/KR1B2[] b	9	1	((3, 0), (5, 1), None)	-895	10	1
5k/3brp/6/n4B/P5/KRN3[] b	9	1	((3, 0), (5, 1), None)	-1753	10	1
5k/3brp/6/n5/P1B3/KRN3[] b	9	1	((3, 0), (4, 2), None)	-1507	10	1
5k/3brp/6/n5/P3B1/KRN3[] b	9	1	((3, 0), (5, 1), None)	-919	10	1
5k/3brp/6/n5/P3N1/KR1B2[] b	9	1	((3, 0), (5, 1), None)	-1193	10	1
5k/3brp/6/n5/PK4/1RNB2[] b	9	1	((3, 0), (5, 1), None)	-830	10	1
5k/3brp/6/n5/PR4/K1NB2[] b	9	1	((1, 4), (5, 4), None)	-360	10	1
5k/3brp/6/nB4/P5/KRN3[] b	9	1	((3, 0), (5, 1), None)	-808	10	1
5k/3brp/6/nN4/P5/KR1B2[] b	9	1	((3, 0), (5, 1), None)	-1136	10	1
5k/3brp/6/nR4/P5/K1NB2[] b	9	1	((1, 3), (3, 1), None)	-1039	10	1
5k/3brp/B5/3N2/P5/Kn4[r] b	11	1	((1, 4), (4, 4), None)	-3704	10	1
5k/3brp/B5/6/P5/1KN3[Nr] b	11	1	((1, 3), (2, 4), None)	-1128	10	1
5k/3brp/B5/6/P5/KnN3[r] b	11	1	((5, 1), (3, 2), None)	-2377	10	1
5k/3brp/B5/6/P5/KnN3[r] w	10	1	((5, 0), (5, 1), None)	-1117	6	1
5k/3brp/B5/6/P5/KnN3[r] w	10	2	((2, 0), (4, 2), None)	-1554	6	1
5k/3brp/B5/6/P5/KnN3[r] w	10	3	((2, 0), (1, 1), None)	-1665	6	1
5k/3brp/B5/6/P5/KnN3[r] w	10	4	((2, 0), (3, 1), None)	-1698	6	1
5k/3brp/B5/6/P5/KnN3[r] w	10	5	((5, 0), (4, 1), None)	-1851	6	1
5k/3brp/B5/6/P5/KnN3[r] w	10	6	((5, 2), (3, 3), None)	-2050	6	1
5k/3brp/B5/6/PK4/1nN3[r] b	11	1	((1, 3), (2, 4), None)	-2165	10	1
5k/3brp/B5/n5/P5/KRN3[] b	9	1	((3, 0), (5, 1), None)	-854	10	1
5k/3brp/BR4/3Nn1/P5/K5[] b	9	1	((1, 4), (2, 4), None)	11	10	1
5k/3brp/BR4/K5/P5/2N3[N] w	10	1	((5, 2), (3, 3), None)	1627	10	1
5k/3brp/BRn3/6/P5/K1N3[] b	7	1	((1, 4), (5, 4), None)	-1017	10	1
5k/3brp/NR4/6/P5/K2n2[b] b	11	1	((1, 3), (0, 4), None)	-1563	10	1
5k/3brp/R1n3/3B2/P3N1/K5[] b	11	1	((2, 2), (4, 3), None)	56	6	1
5k/3brp/R1n3/3B2/P3N1/K5[] b	11	2	((2, 2), (0, 1), None)	96	6	1
5k/3brp/R1n3/3B2/P3N1/K5[] b	11	3	((2, 2), (0, 3), None)	223	6	1
5k/3brp/R1n3/3B2/P3N1/K5[] b	11	4	((1, 3), (0, 4), None)	311	6	1
5k/3brp/R1n3/3B2/P3N1/K5[] b	11	5	((1, 4), (0, 4), None)	419	6	1
5k/3brp/R1n3/3B2/P3N1/K5[] b	11	6	((1, 4), (3, 4), None)	419	6	1
5k/3brp/R1n3/6/P5/K1NB2[] b	7	1	((1, 4), (5, 4), None)	-873	10	1
5k/3brp/R4N/6/P5/K2n2[b] b	11	1	('drop', 'bB'  , (4, 1))	-1610	10	1
5k/3brp/R5/3B2/P2nN1/K5[] w	12	1	((4, 4), (3, 2), None)	181	10	1
5k/3brp/R5/3N2/P5/K2n2[b] b	11	1	((1, 4), (0, 4), None)	-1471	10	1
5k/3brp/R5/3N2/P5/K2n2[b] w	10	1	((3, 3), (1, 4), None)	-368	6	1
5k/3brp/R5/3N2/P5/K2n2[b] w	10	2	((4, 0), (3, 0), None)	-899	6	1
5k/3brp/R5/3N2/P5/K2n2[b] w	10	3	((2, 0), (0, 0), None)	-1046	6	1
5k/3brp/R5/3N2/P5/K2n2[b] w	10	4	((2, 0), (3, 0), None)	-1143	6	1
5k/3brp/R5/3N2/P5/K2n2[b] w	10	5	((3, 3), (2, 5), None)	-1182	6	1
5k/3brp/R5/3N2/P5/K2n2[b] w	10	6	((3, 3), (4, 1), None)	-1455	6	1
5k/3brp/R5/3Nn1/P5/K2B2[] b	9	1	((3, 4), (5, 3), None)	-549	10	1
5k/3brp/R5/6/PN4/K2n2[b] b	11	1	('drop', 'bB'  , (3, 2))	-2317	10	1
5k/3brp/R5/P2N2/6/K2n2[b] b	11	1	((1, 4), (0, 4), None)	-1466	10	1
5k/3n1p/3B2/1R4/P5/K1N1r1[b] b	11	1	((0, 5), (0, 4), None)	-535	10	1
5k/3n1p/4r1/3B2/P5/K1N3[Br] b	11	1	((2, 4), (5, 4), None)	-592	10	1
5k/3n1p/4r1/5B/P3B1/K1N3[r] b	11	1	((2, 4), (2, 1), None)	-1048	10	1
5k/3n1p/4r1/5B/P5/K1N3[Br] b	11	1	((2, 4), (2, 1), None)	-646	10	1
5k/3n1p/4r1/6/P3B1/K1N3[Br] w	10	1	('drop', 'wB'  , (4, 1))	-499	6	1
5k/3n1p/4r1/6/P3B1/K1N3[Br] w	10	2	((4, 4), (3, 3), None)	-638	6	1
5k/3n1p/4r1/6/P3B1/K1N3[Br] w	10	3	('drop', 'wB'  , (3, 5))	-657	6	1
5k/3n1p/4r1/6/P3B1/K1N3[Br] w	10	4	('drop', 'wB'  , (5, 1))	-721	6	1
5k/3n1p/4r1/6/P3B1/K1N3[Br] w	10	5	((4, 4), (3, 5), None)	-816	6	1
5k/3n1p/4r1/6/P3B1/K1N3[Br] w	10	6	((4, 0), (3, 0), None)	-834	6	1
5k/3n1p/4r1/6/P3B1/KBN3[r] b	11	1	((2, 4), (4, 4), None)	-1513	10	1
5k/3n1p/4r1/6/PB2B1/K1N3[r] b	11	1	((0, 5), (0, 4), None)	-866	10	1
5k/3n1p/4r1/P5/4B1/K1N3[Br] b	11	1	((2, 4), (4, 4), None)	-844	10	1
5k/3n1p/6/1R4/P2B2/K1N1r1[b] b	11	1	((5, 4), (5, 3), None)	-584	10	1
5k/3n1p/6/1R4/P5/1KN1r1[Bb] b	11	1	('drop', 'bB'  , (4, 3))	-241	10	1
5k/3n1p/6/1R4/P5/K1N1r1[Bb] w	10	1	((5, 0), (4, 1), None)	-236	6	1
5k/3n1p/6/1R4/P5/K1N1r1[Bb] w	10	2	((5, 0), (5, 1), None)	-238	6	1
5k/3n1p/6/1R4/P5/K1N1r1[Bb] w	10	3	('drop', 'wB'  , (4, 3))	-421	6	1
5k/3n1p/6/1R4/P5/K1N1r1[Bb] w	10	4	('drop', 'wB'  , (2, 3))	-470	6	1
5k/3n1p/6/1R4/P5/K1N1r1[Bb] w	10	5	('drop', 'wB'  , (3, 0))	-498	6	1
5k/3n1p/6/1R4/P5/K1N1r1[Bb] w	10	6	((3, 1), (5, 1), None)	-588	6	1
5k/3n1p/6/1R4/PK4/2N1r1[Bb] b	11	1	((5, 4), (5, 5), None)	-115	10	1
5k/3n1p/6/6/P5/KRN1r1[Bb] b	11	1	('drop', 'bB'  , (4, 2))	-544	10	1
5k/3n1p/6/BR4/P5/K1N1r1[b] b	11	1	((1, 5), (2, 5), None)	-508	10	1
5k/3n1p/b1R3/6/P5/K1N1r1[b] b	11	1	((1, 3), (0, 1), None)	-3404	10	1
5k/3n1p/b5/6/P1R3/K1N1r1[b] b	11	1	((2, 0), (4, 2), None)	-1000000	8	1
5k/3nr1/1R3p/3N2/PB4/K5[b] w	12	1	((4, 1), (1, 4), None)	1993	10	1
5k/3nr1/3B1p/3N2/P5/K2B2[r] w	12	1	((2, 3), (1, 4), None)	1863	10	1
5k/3nrp/1R1b2/3N2/PB4/K5[] w	12	1	((4, 1), (2, 3), None)	1000000	6	1
5k/3nrp/1R4/2B3/P5/K1N3[B] w	12	1	((5, 2), (3, 3), None)	1000000	10	1
5k/3nrp/1R4/2bN2/PB4/K5[] w	12	1	((4, 1), (3, 2), None)	1000000	10	1
5k/3nrp/1R4/3N2/PB4/K5[b] b	11	1	('drop', 'bB'  , (0, 3))	816	6	1
5k/3nrp/1R4/3N2/PB4/K5[b] b	11	2	('drop', 'bB'  , (3, 2))	906	6	1
5k/3nrp/1R4/3N2/PB4/K5[b] b	11	3	((0, 5), (0, 4), None)	1483	6	1
5k/3nrp/1R4/3N2/PB4/K5[b] b	11	4	((1, 5), (2, 5), None)	1857	6	1
5k/3nrp/1R4/3N2/PB4/K5[b] b	11	5	('drop', 'bB'  , (2, 3))	2727	6	1
5k/3nrp/1R4/3N2/PB4/K5[b] b	11	6	((1, 3), (3, 2), None)	3373	6	1
5k/3nrp/1R4/6/P5/K1N3[Bb] w	12	1	((2, 1), (2, 2), None)	320	10	1
5k/3nrp/1R4/6/PB4/K1N3[b] w	10	1	((5, 2), (3, 3), None)	1141	10	1
5k/3nrp/3B2/3N2/P1B1r1/K5[] w	12	1	((3, 3), (1, 4), None)	1218	10	1
5k/3nrp/3B2/3N2/P1B3/K4r[] w	12	1	((5, 0), (4, 1), None)	1000000	10	1
5k/3nrp/3B2/3N2/P1B3/K5[r] b	11	1	('drop', 'bR'  , (2, 4))	991	6	1
5k/3nrp/3B2/3N2/P1B3/K5[r] b	11	2	('drop', 'bR'  , (3, 4))	991	6	1
5k/3nrp/3B2/3N2/P1B3/K5[r] b	11	3	('drop', 'bR'  , (4, 4))	991	6	1
5k/3nrp/3B2/3N2/P1B3/K5[r] b	11	4	('drop', 'bR'  , (0, 4))	994	6	1
5k/3nrp/3B2/3N2/P1B3/K5[r] b	11	5	((0, 5), (0, 4), None)	1118	6	1
5k/3nrp/3B2/3N2/P1B3/K5[r] b	11	6	('drop', 'bR'  , (5, 5))	1314	6	1
5k/3nrp/3B2/3N2/P5/K2B2[r] b	11	1	('drop', 'bR'  , (2, 4))	955	6	1
5k/3nrp/3B2/3N2/P5/K2B2[r] b	11	2	('drop', 'bR'  , (3, 4))	955	6	1
5k/3nrp/3B2/3N2/P5/K2B2[r] b	11	3	('drop', 'bR'  , (0, 4))	955	6	1
5k/3nrp/3B2/3N2/P5/K2B2[r] b	11	4	((1, 5), (2, 5), None)	1025	6	1
5k/3nrp/3B2/3N2/P5/K2B2[r] b	11	5	('drop', 'bR'  , (0, 0))	1446	6	1
5k/3nrp/3B2/3N2/P5/K2B2[r] b	11	6	((0, 5), (0, 4), None)	1446	6	1
5k/3nrp/3B2/3Nr1/P1B3/K5[] w	12	1	((3, 3), (1, 4), None)	1150	10	1
5k/3nrp/3B2/3Nr1/P5/K2B2[] w	12	1	((3, 3), (1, 4), None)	1801	10	1
5k/3nrp/3B2/6/P1B3/K1N3[r] w	10	1	((5, 2), (3, 3), None)	994	10	1
5k/3nrp/3B2/6/P5/K1NB2[r] b	11	1	('drop', 'bR'  , (4, 3))	-568	10	1
5k/3nrp/3B2/6/P5/K1NB2[r] w	10	1	((5, 2), (3, 3), None)	982	10	1
5k/3nrp/3Br1/3N2/P1B3/K5[] w	12	1	((2, 3), (1, 4), None)	995	10	1
5k/3nrp/3Br1/3N2/P5/K2B2[] w	12	1	((2, 3), (4, 1), None)	985	10	1
5k/3nrp/6/1B4/P5/K1N3[Br] b	11	1	((1, 3), (3, 2), None)	-601	10	1
5k/3nrp/6/3N2/P5/K2B2[Br] b	11	1	('drop', 'bR'  , (4, 3))	-841	10	1
5k/3nrp/6/5B/P5/K1N3[Br] b	11	1	('drop', 'bR'  , (3, 2))	-1057	10	1
5k/3nrp/6/6/P1B3/K1N3[Br] b	11	1	('drop', 'bR'  , (0, 2))	-411	10	1
5k/3nrp/6/6/P5/K1NB2[Br] w	10	1	('drop', 'wB'  , (4, 1))	-29	6	1
5k/3nrp/6/6/P5/K1NB2[Br] w	10	2	('drop', 'wB'  , (2, 3))	-29	6	1
5k/3nrp/6/6/P5/K1NB2[Br] w	10	3	((5, 2), (3, 3), None)	-340	6	1
5k/3nrp/6/6/P5/K1NB2[Br] w	10	4	((5, 3), (3, 1), None)	-363	6	1
5k/3nrp/6/6/P5/K1NB2[Br] w	10	5	((5, 3), (4, 2), None)	-613	6	1
5k/3nrp/6/6/P5/K1NB2[Br] w	10	6	((5, 3), (3, 5), None)	-764	6	1
5k/3nrp/6/6/PB4/K1NB2[r] b	11	1	((0, 5), (0, 4), None)	-159	10	1
5k/3r1n/b1R3/1N4/P5/K5[Pb] b	11	1	('drop', 'bB'  , (1, 4))	-551	10	1
5k/3r1n/b5/1N4/P5/1KR3[Pb] b	11	1	((1, 3), (0, 3), None)	-587	10	1
5k/3r1n/b5/1N4/P5/K1R3[Pb] w	10	1	((5, 2), (5, 5), None)	-264	6	1
5k/3r1n/b5/1N4/P5/K1R3[Pb] w	10	2	((5, 0), (5, 1), None)	-365	6	1
5k/3r1n/b5/1N4/P5/K1R3[Pb] w	10	3	('drop', 'wP'  , (1, 0))	-429	6	1
5k/3r1n/b5/1N4/P5/K1R3[Pb] w	10	4	((5, 0), (4, 1), None)	-453	6	1
5k/3r1n/b5/1N4/P5/K1R3[Pb] w	10	5	('drop', 'wP'  , (1, 2))	-492	6	1
5k/3r1n/b5/1N4/P5/K1R3[Pb] w	10	6	((5, 2), (2, 2), None)	-494	6	1
5k/3r1n/b5/1N4/P5/K4R[Pb] b	11	1	('drop', 'bB'  , (1, 4))	-1010	10	1
5k/3r1n/b5/1N4/PK4/2R3[Pb] b	11	1	((1, 5), (3, 4), None)	-505	10	1
5k/3r1p/1R2b1/6/PK2B1/2N3[N] w	12	1	((5, 2), (3, 1), None)	1182	10	1
5k/3r1p/1R2b1/K5/P3B1/2N3[N] w	10	1	((2, 1), (0, 1), None)	1267	10	1
5k/3r1p/1R2b1/KN4/P3B1/6[N] w	12	1	((3, 0), (4, 1), None)	1222	10	1
